領域,學群,選課號碼(註1),科目名稱,學分,上課 時間,上課 週別,上課 教室,授課 教師,開課 單位,開課 人數,選課 人數,可選 餘額,授課 語言,備註
自然,生命科學,0501,園藝與生活 Horticulture and Living,2,189,,H300,林慧玲等,通識中心,70,68,2,中文,
自然,生命科學,0502,森林生態 Forest Ecology,2,378,,V000,廖天賜等,通識中心,70,72,0,中文,
自然,生命科學,0503,微生物世界 Microbial World,2,456,,J1007,鍾文鑫等,通識中心,100,106,0,中文,
自然,生命科學,0504,食品安全衛生 Food Safety and Sanitation,2,134,,FB110,陳錦樹等,通識中心,100,105,0,中文,
自然,生命科學,0505,農業科技與生活 Agricultural Biotechnology and Human Life,2,378,,Y403,林益昇,通識中心,60,78,0,中文,
自然,生命科學,0506,常見疾病預防與保健 Common Disease and Health Promotion in Taiwan,2,478,,Y112,林宜玫等,通識中心,120,133,0,中文,
自然,生命科學,0507,生命的動力與延續 The Vitality and Sustainability of Life,2,134,,SC111,楊明德等,通識中心,150,148,2,中文,本課程不開放特殊情形權限加選
自然,生命科學,0508,生命的動力與延續 The Vitality and Sustainability of Life,2,534,,S1A03,楊明德等,通識中心,150,142,8,中文,本課程不開放特殊情形權限加選
自然,生命科學,0509,臺灣重要之病毒性傳染病 Important Viral Infectious Diseases in Taiwan,2,356,,Y104,邱賢松,通識中心,100,116,0,中文,
自然,環境科學,0513,環境與能源 Environment and Energy,3,4678,,P105,盧昭暉,通識中心,50,49,1,中文,建議非理工學院學生選修
自然,環境科學,0514,大地土壤與生活 Soil and Life,2,334,,Y301,楊秋忠,通識中心,70,81,0,中文,
自然,環境科學,0515,校園自然環境導覽 Guided Tour on Campus Environment,2,278,,Z117,劉思謙,通識中心,20,20,0,中文,
自然,環境科學,0516,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,478,,Y104,王鴻勳,通識中心,70,60,10,中文,
自然,環境科學,0518,生態學 Ecology,2,534,,EC7D09,段淑人,通識中心,70,69,1,中文,
自然,環境科學,0519,地學通論 Introduction to Physical Geography,3,1789,,J104,彭宗仁,通識中心,35,40,0,中文,建議非森林系、土環系學生選修
自然,環境科學,0520,永續農學 Sustainable Agriculture,2,156,,IA531,申雍等,通識中心,50,34,16,中文,
自然,環境科學,0521,永續農學 Sustainable Agriculture,2,456,,IA531,申雍等,通識中心,50,31,19,中文,
自然,環境科學,0522,世界糧食問題 World Food Problems,2,534,,IA531,高木知芙美,通識中心,50,39,11,英文,英語授課
自然,物質科學,0526,"化學、醫藥與社會 Chemistry, Medicine and Society",2,234,,Y605,賴秉杉,通識中心,48,47,1,中文,
自然,物質科學,0527,生物化學與人生 Biochemistry and Life,2,234,,Y204,莊敦堯,通識中心,70,72,0,中文,
自然,物質科學,0528,現代生活中的科技與物理 Technologies and Physics in Modern Life,2,178,,S104,何孟書等,通識中心,70,64,6,中文,
自然,物質科學,0529,影響物理學發展的大事紀 The Influential Big Events in Physics,2,278,,S104,張明強,通識中心,96,96,0,中文,
自然,物質科學,0530,實用生活化學 Practical Aspects of Chemistry,2,156,,Y112,羅順原,通識中心,120,132,0,中文,
自然,數學統計,0534,數學世界的奧秘 The Mystery of Mathematics,2,356,,Y301,許訓評,通識中心,50,62,0,中文,
自然,數學統計,0535,力學與數學的歷史發展 The Historical Evolution of Mechanics and Mathematics,2,356,,Y303,鄧君豪,通識中心,70,68,2,中文,
自然,數學統計,0536,統計與生活 Statistics and Life,2,156,,Y305,黃文瀚,通識中心,50,47,3,中文,
自然,工程科技,0540,生命科學與工程概論 Introduction of Bioengineering in Life Science,2,478,,CEB99,薛敬和等,通識中心,150,131,19,中文,
自然,工程科技,0541,自由軟體與資訊安全 Free Software and Information Security,2,356,,CC215,洪朝貴,通識中心,50,44,6,中文,建議先修「資訊科技與社會」或已理解堅持開放原始碼的重要性
自然,工程科技,0542,多媒體應用 Multimedia Applications,3,2234,,CC214,巫亮全,通識中心,50,49,1,中文,
自然,工程科技,0543,土木工程概論 Introduction to Civil Engineering,2,178,,C205,高書屏,通識中心,140,138,2,中文,
自然,工程科技,0544,精密工程科學概論 Overview Science of Precision Engineering,2,223,,Y301,蔡政穆等,通識中心,40,22,18,中文,
自然,工程科技,0545,生醫工程概論 Introduction to Biomedical Engineering,3,1567,,Y203,廖國智,通識中心,60,64,0,中文,
自然,工程科技,0546,綠色能源材料導論 Introduction to Green-Energy Materials,3,5678,,ME202,廖文毅,通識中心,60,58,2,中文,
自然,工程科技,0547,以科學方法解決生活問題 Using Scientific Methods to Solve Daily Life Problems,2,512,,Y605,鄭政,通識中心,31,18,13,中文,學生需自行設定生活問題
自然,環境科學,0153,環境生態變遷與永續發展 Change and Sustainable Development in Environment and Ecology,2,5CD,,Y307,王鴻勳,夜不限系別,50,51,0,中文,
自然,環境科學,0174,生態學 Ecology,2,1CD,,Y301,于迺文,夜不限系別,70,68,2,中文,
